id	text	misogynous	misogyny_category	target
3506	@DRUDGE_REPORT Better vetting is all we asked for but the left went hysterical like a little girl in Barbie doll factory.	0	0	0
3507	@StevensFarm @MIAA033 Hysterical. And pathetic. She won. Flat out. Bunch of crybabies won't let a girl beat boys? BS	0	0	0
3508	'Is there an hysterical witch hunt going on in Hollywood? Maybe! But first, you'll never believe who this insanely hot 13 -year old girl is!'	0	0	0
3509	At Target in the movie section, and this guy is educating his girlfriend about Star Wars. Her facial expressions are hysterical.	0	0	0
3510	I have to admit, Animojis are hysterical to use. I keep my girlfriend laughing all day when she is at work. She wants an #iPhoneX ASAP.	0	0	0
3511	@KeithOlbermann You are a hysterical idiot. Someday you might realize it but I doubt it.	0	0	0
3512	@Lin_Manuel Can you call my daughter today during AP history? It would be hysterical and historic. She may faint. Warned	0	0	0
3513	@OKGetsu I assure you I wasn't feeling the least bit hysterical when I asked that valid question. I cannot say the same about the response.	0	0	0
3514	@KeithOlbermann No, Keith, you should be next. Your hysterical girlie rants are pretty hilarious, I might miss them… https://t.co/7jKMaA4zAY	0	0	0
3515	@RodBoydILM Moynihan was hysterical after a few cocktails. The crook to character ratio is all out of whack. You se… https://t.co/Kke5WiMmAw	0	0	0
3516	I heard today from my uncle that if a woman is on her period and she goes into a pool the pool is no better than a toilet. DISGUSTING!!#	0	0	0
3517	@Colly_flowerr no that would be girls #WomenSuck	0	0	0
3518	@femfreq if you count prison rape men are raped more than women.	0	0	0
3519	@kacsterr I'm sure you also get mad when guys stair at ur ass and act like you don't understand why they do it #WomenSuck	0	0	0
3520	@rbonhoff the official #WomenSuck twitter page!	0	0	0
3521	@talipann you won't retweet me pussy	0	0	0
3522	All you boys going to senior week WEAR A CONDOM! Cuz when girls say they're on the pill, they're probably lying!	0	0	0
3523	And Moses said to the people 'Bitches Be Crazy.' ~Romans 10:13~	0	0	0
3524	Aww you're on your period?... Try dealing with you on your period!	0	0	0
3525	Girls bitch about how immature guys are and then they do shot like That #WomenSuck	0	0	0
3526	Guys cheat and are tried and hanged. Women cheat and its somehow their guys fault.	0	0	0
3527	I would fuck her brains out!	0	0	0
3528	I've always wanted head from a girl with a tongue ring.	0	0	0
3529	Looks like another girl fucked up another relationship. When are you gonna learn ladies?	0	0	0
3530	Moody ass mother fuckers....smh	0	0	0
3531	What in the fuck is an #oomf? Well if it refers to women it sucks!	0	0	0
3532	When women are depressed they either eat or go shopping.... Men invade another country.	0	0	0
3533	You look like your mom beat you with an ugly stick while your dad poured cat piss all over you.	0	0	0
3534	My sexting be so fuckin hot that I turn my damn self on	0	0	0
3535	No one gives less fucks than a pitcher that intentionally hits a man holding a bat with a baseball	0	0	0
3536	When you see your friends after gettin some new ass https://t.co/Oyk0Q3Ifiz	0	0	0
3537	Girl- can I have your number? Me- sure Girl- can I friend you on Facebook? Me- oh god no, that's entirely too personal	0	0	0
3538	I believe in karma, that's why I never ask a girl if she's married or has a boyfriend	0	0	0
3539	When your makeup's on point and still nobody wants you https://t.co/JtAXK7HA3w	0	0	0
3540	When you constantly have dick on the brain https://t.co/ZPKbxpcmIn	0	0	0
3541	When she cancels the dick appointment cause she's 'sick' then you see her in the bar on her snap story https://t.co/Yqxi4oamlm	0	0	0
3542	As long as the position is on all fours who cares https://t.co/gexQ2S0N1p	0	0	0
3543	2014/15 Coke puts names on cans 2016 Coke puts lyrics on cans 2030 Coke puts dick and pussy pics on cans	0	0	0
3544	When your girl tryna be slick and get the password to your phone https://t.co/CdJdo1ZmM6	0	0	0
3545	What she really means when she says she likes bad boys https://t.co/1yWP4YIILF	0	0	0
3546	If I was you I'd hate me too	0	0	0
3547	Next time your girl's pissing you off, go buy some hair ties and leave one on the floor of your car	0	0	0
3548	When you get caught stealing lemonade https://t.co/XQpYVHd6m2	0	0	0
3549	When she's a squirter but you bout that life https://t.co/MR1j6nJBFO	0	0	0
3550	My walk past you like I never fucked your girl game strong AF	0	0	0
3551	RT @misa_lisaa: @Yourfuckboy1 your drunk Q&;A's on snapchat are entertaining af.	0	0	0
3552	How close I am to quitting my job and becoming a prostitute https://t.co/VWxmK1iXID	0	0	0
3553	When she's bitching at you for absolutely no reason and you're wondering why you ever left the single life https://t.co/WSXsWvQgYk	0	0	0
3554	Stop trying to please everyone, you're not my cock... Please yourself	0	0	0
3555	Next time you get a haircut and your girl doesn't mention it, freak out on her and withhold the dick for a week	0	0	0
3556	If there's something I definitely don't give a fuck about, it's definitely anything	0	0	0
3557	Her- I thought we had something special Me- https://t.co/47EiVAKL5F	0	0	0
3558	She said 'true' 😌 https://t.co/XOALF4NZSs	0	0	0
3559	When you regret asking her 'what that mouth do?' https://t.co/V9oZlclhcl	0	0	0
3560	When you have a threesome with a clown and he gives you both facials https://t.co/3bLU6Xd8tM	0	0	0
3561	For all the cougars that keep hitting me up to fuck... You're out of my age range, hit this dude up instead https://t.co/2HgFCVx4C5	0	0	0
3562	Stop asking me how many people I've slept with, your guess is as good as mine	0	0	0
3563	My whole life is a bunch of poor decisions followed by thoughts of 'how's this one gonna bite me in the ass'	0	0	0
3564	When you just watched your boy ruin his life but you know misery loves company so you decide to ruin yours too https://t.co/qeUNEtiF8Z	0	0	0
3565	When you're trying to text your fuckboy but your boyfriend won't stop looking over your shoulder https://t.co/eijg9AIMqW	0	0	0
3566	If they don't trust you enough to let you cheat in peace is the relationship really real?	0	0	0
3567	When a clingy mutha fucka keeps tryna touch you https://t.co/i6R46vdzpU	0	0	0
3568	When you put it in her butt without tellin her and her head spins all the way around to cuss you out https://t.co/kQt3veftpU	0	0	0
3569	When somebody says 'happy hump day' https://t.co/rTX283oqhR	0	0	0
3570	Don't mind me... I'm just waiting for @Scouse_ma to start ranting 🌚	0	0	0
3571	@katethewasp I don't think we've met... What better place than through tweets.. Although people might actually see your tweets	0	0	0
3572	Being at a public pool makes me realize how much I really do fucking hate kids	0	0	0
3573	@katethewasp @queensoverbitch I hope not cause I fuck lots of my followers 🙃	0	0	0
3574	If I judge pussy by what it looks like, does that make me a pussiest? 🤔	0	0	0
3575	It must suck to hate me, I'm a mother fuckin delight, bitch	0	0	0
3576	Just remember ladies, whatever you're not willing to do, another whore like myself is. 😊	0	0	0
3577	It's National Kissing Day... So you can all kiss my mutha fuckin ass	0	0	0
3578	When you're giving her the smell test to see if it's safe to dive face first between her legs https://t.co/nKNfm7wP6V	0	0	0
3579	If you didn't fuck the bitch at the same time, are you really Eskimo brothers?	0	0	0
3580	Whichever one is gonna end up on my bedroom floor https://t.co/bIiXvxmwob	0	0	0
3581	If we're going to have sex or have had sex, please don't snap me pics of your face swapped with a man... I can't handle that thought process	0	0	0
3582	RT @_Mistayyyy: im this asshole. 😎 https://t.co/PsG5VG4pZF	0	0	0
3583	People love it when you tell them about themselves.... Just because the truth hurts like a bitch doesn't mean you have to act like one	0	0	0
3584	When she says 'stick it in my ass and fill me up, daddy' https://t.co/n40Op5QSf9	0	0	0
3585	When your one night stand asks you if you wanna go to brunch https://t.co/DD8Mpw1vYx	0	0	0
3586	Why do bitches from Philly and Jersey always ask 'do you have a Wawa?' Yeah bitch, we got Wawa but I don't eat at gas stations, FOH	0	0	0
3587	Does your pretty friend know you're using her pics to attract people to your tinder, chubs?	0	0	0
3588	Waking up Sunday morning hungover as fuck like... https://t.co/7tBeeiHwoQ	0	0	0
3589	Pro Tip- Keep my name out ya fuckin mouth	0	0	0
3590	Me flirting- So how wealthy are your parents?	0	0	0
3591	Eat the ass like you're Jeffery Dahmer...	0	0	0
3592	After the first time you sleep 2 guys in the same day https://t.co/Cw6N9VtvBO	0	0	0
3593	When your girl been drinkin that lemonade so you gotta disguise yourself and get the fuck outta town https://t.co/oMDlqz2r6S	0	0	0
3594	No one gives less fucks than a man walking around with a wedding ring on.... He's already given up on life	0	0	0
3595	Something y'all dudes fail to realize about a pretty girl is; she's never lonely. 💁🏼	0	0	0
3596	When you're drunk and you tell your friends you're gonna text your ex https://t.co/Tq1XaQWdhl	0	0	0
3597	When you're Twitter beefin with Brits but don't know who's talkin shit cause you can't understand their slang 🤔	0	0	0
3598	Hatin on me doesn't say shit about me but speaks volumes about you...	0	0	0
3599	Am I piece of shit? Yes. Do I at least feel bad about it? Absolutely not	0	0	0
3600	When someone I'm sleeping with tries to tell me about their personal life https://t.co/8MNLmSkWFf	0	0	0
3601	Pro Tip- Don't go to Costco before 11am, that's when they put the free samples out	0	0	0
3602	When you spent the last 2 days waking up in complete strangers beds https://t.co/gdisYbdO2H	0	0	0
3603	The first time you sleep with a dude with a big dick... And again after he cuts you off https://t.co/S9a4d9GFvz	0	0	0
3604	When you're lurking on your ex's social media accounts https://t.co/QnIAYihjcf	0	0	0
3605	@sumeshs82673978 @EndiZentarmi your are an idiot. go fight yourself if you know better. each of those women will kick your cunt ass bitch	0	0	0
3606	@Marinosepass I say you hate women because you call me a tranny cunt constantly	0	0	0
3607	@_alyyssssaaa Women don’t do cunt	0	0	0
3608	@Scroobiuspipyo @martinshez @TheNotoriousMMA @ufc Hmm Cunt demeans Women here in Canada but not in England	0	0	0
3609	@jfallon40 Seeing your a racist homo hating women hating cunt what did you pick	0	0	0
3610	So he called women who stuffed their faces fat, Jamie C a cunt and wanted to fuck Girls Aloud.. in 2002. BURN HIM AT THE STAKE #LooseWomen	0	0	0
3611	@areeshei women alr hv lots of bad names tbh - - Bitch/slut/cunt etc etc. Trash is nothing.	0	0	0
3612	Should close your account you immature cunt. Bullying women on social media is pathetic. Go seek the attention you… https://t.co/Rp08QaDQkG	0	0	0
3613	@johnpaulpower They called her a cunt you’ve called women twats and witches? Could Ye all just stop abusing women online	0	0	0
3614	James Toback: Anyone who says he lured women with film roles is “a lying cocksucker or cunt” https://t.co/v4mmJRZn62 https://t.co/SfNb10zsl3	0	0	0
3615	@senji @KTTunstall Actually I do think women should be reclaiming 'cunt'. It's past time.	0	0	0
3616	CCTV: shocking servo attack on pregnant woman https://t.co/XWSRU139Ej via @smh Christopher Josevski you're a fucking vile cunt 😠	0	0	0
3617	Oh he's some cunt using that poor woman as an argument against abortion in Ireland. @RonanMullen - you are a fucking disgusting human being	0	0	0
3618	Redwood is a traitorous cunt to every man woman and child in the UK. What a buffoon.	0	0	0
3619	If you actually believe a woman 'asks' to be raped because of the clothes they wear, you're an absolute shit excuse of a human, and a cunt.	0	0	0
3620	Literally no woman has ever gone out like this. If they did choose though, you're a slimy cunt for cat calling https://t.co/KZo4BSGDzV	0	0	0
3621	If you hit a woman you are a cunt. And you should have your arm broken, in 3 places.	0	0	0
3622	All now you got a woman you lying to just for crutch and wanna tell me cunt	0	0	0
3623	@thoughtxriot @lilmissagitated I was specifically on her side, 'cunt' was directed against the woman who compared b… https://t.co/a7whjEtaBX	0	0	0
3624	@realDonaldTrump #johnfkelly. I remember the golden woman years in the NJ State Police being callked a cunt for 20 years. Sacred,I think not	0	0	0
3625	@rayraynxtdoor A woman saying cunt is the equivalent of a black person saying nigger. They can say it but woe to so… https://t.co/rnG0KG5Utd	0	0	0
3626	New ~ https://t.co/HsEqt9GxBg Glorious ebony woman is having fun with a midget’s tiny cunt Daddy luvs THIS	0	0	0
3627	@JulianAssange @anna12061 Your a no nothing woman hating cunt Reliving you sad little hatred of your unloving mothe… https://t.co/1GwVHd3PG9	0	0	0
3628	@RealDollyFox Rubbing Her Cunt With Her Panties Down Is Such A Pleasure To Watch And Perv At ♥️ This Woman Is A Bea… https://t.co/541vbUuEJY	0	0	0
3629	@NFLonFOX He’s still a woman beater #cunt	0	0	0
3630	Young Woman Gets Loud While She Stuffs Her Cunt https://t.co/ZtEGJD2G26	0	0	0
3631	@TshepiVundla When a man ejaculates inside the woman you love, he should be decent enough to marry. I hope that cunt proposed!!!	0	0	0
3632	@TheShaggyMarlin Ive told this story many a time: first time I heard 'cunt' used against a woman was in 'One Flew O… https://t.co/ROTH48b5Hj	0	0	0
3633	@AngryOfN5 This bloke is the sort of cunt who's old woman is fucking someone else but says well what can you do?!	0	0	0
3634	Remember that male jogger who pushed that woman into a bus? He probably had very rich lawyers and is lying low in the Caribbean. Cunt.	0	0	0
3635	I love how I wasted 5 years on a stupid cunt. Only to find true love with the beautiful woman I was with before that. Life's funny sometimes	0	0	0
3636	typical u find a nice woman and some dumb cunt tells her u will get more tips if u turn greys off	0	0	0
3637	yet another reminder that sexism is alive and well everywhere i am, & any woman who stands up for herself is automatically a bitch or a cunt	0	0	0
3638	Oh go and beat up another woman you boring cunt. https://t.co/ZfuqRTk30q	0	0	0
3639	asher is an idiot.. if 4 men take a woman upstairs of course they’re gonna rape her u fucking cunt	0	0	0
3640	The Swollen Cunt Of A Blonde Woman Troop Commander https://t.co/IBR4LbBOvq	0	0	0
3641	@Scrimshaw9 @Ahhmandah straight to 'cunt'? Over.. what exactly?? cause a woman online posted something you dislike… https://t.co/MyLrhWeVCx	0	0	0
3642	📷 greeneyjon: Good big gaping cunt on that slut girl. https://t.co/heBnlfXd5y	0	0	0
3643	How to Pronounce Audi Cunt ↺RT❤ https://t.co/diDAUHfGeH #slit #box #muff #clit #Audi #slut #gash #puss #twat #AudiCunt #a	0	0	0
3644	Please rape my slut cunt and fill it up to the brim with thick, hot cum https://t.co/CCLu2S0dYH	0	0	0
3645	@Kmskimm @kenziisgay fag idiot cunt loser egirl slut cumholder	0	0	0
3646	Just got a ticket for going to my own park after hours . Like nigga close the gate then u dumb slut cunt hoe . Nigga said nice car when ....	0	0	0
3647	#Sext from #Daddy: 'My little toy. Which hole shall I stuff, slut?' Be right back, just being carried away in a tsunami of cunt juice. 🌊	0	0	0
3648	Ophelia the slut hurricane hits today and I can guarantee that bitch will destroy my internet ready for front page 😒😡	0	0	0
3649	@Twiitter_Sluts - - - - - - - -> Definitely the Hottest Bitch Ever ................ Ali Tmak @Ali_Tmak . https://t.co/FA1ByE79MX	0	0	0
3650	I'm the nicest fucking person but if you come at me calling me a slut and such for having an opinion I will be a bitch to you. Not sorry.	0	0	0
3651	Do you guys accept your significant other calling you out of your name! i.e bitch hoe slut etc.... And I’m not talking about during sex. 🤔	0	0	0
3652	Texts after calling me a slut and telling me I was a bitch and that no one liked me. When I went to the dean with my mom and showed him the	0	0	0
3653	@mistressc1 happy 7 year anniversary mistress Carol -so happy to be your Panty Bitch and Total Slut, your voice eas… https://t.co/T9mQLDQVTQ	0	0	0
3654	.... mean about you or your team and your on your video saying I'm crying and a slut and a bitch and all this... like dudes it's a game!!!	0	0	0
3655	I love my bitch we be clowning I call her an my mom Facebook thots 😂 and she call me a Instagram slut 😅😂 bitch got me fucked up 🙄😙	0	0	0
3656	@JonMentser Think anyone who gets turned down for a date and calls her a bitch or slut. Usually a phase that can be… https://t.co/gu9KvjFDBq	0	0	0
3657	SLUT BITCH LIKED IT TOO! https://t.co/1KfS2SwAOl	0	0	0
3658	How to Pronounce Slipknot Bitch ↺RT❤ https://t.co/8Q6O6huDUP #mutt #demur #slut #shrew #sultana #kickupafuss #refute #bar	0	0	0
3659	This is besides the catcalls, the hey baby’s and calling me a slut and bitch when I wasn’t interested. Fuck this shit.	0	0	0
3660	It's 2017 and ur stillllll slut shaming?? BITCH BYE	0	0	0
3661	But bitch hey they look so good @pledis_17 let me be your slut	0	0	0
3662	@shauntpetro U Know what Never Mind bitch Slut i never even Liked yuo	0	0	0
3663	@annie1hall hey can i go an live with girls like am a tidy bitch in green slut life ?	0	0	0
3664	@LilBrownBoyy @hrvyonacid bitch we r now TxF sluts	0	0	0
3665	If most of ur posts r abt how 'hoes', 'sluts', 'thots' or 'bitches' ain't shit, u SIR r a bitch and so is ur weak ass mom & absentee father.	0	0	0
3666	RT IF UR A SHEMALE DOM OR A SISSY LOOKING OR WILLING TO DO REALTIME ANAL!U HAVE TO BE THE GIVER THIS BITCH ONLY TAKES LIKE A SLUT!😈 @rt_pig	0	0	0
3667	My lil slut whore loves suckin dick for to pay her goddess .. Turnt allll the way out just for me ;) lil slut mut… https://t.co/vzugKRRXGR	0	0	0
3668	I was called a slut and whore on the bus b/c I didn't reciprocate a boys feelings for me #MeToo	0	0	0
3669	@SeanKleier & we should be cautious when using them. Slut and whore are examples. I don't think people should be us… https://t.co/nXVT3Ruufg	0	0	0
3670	Anna Is Nurse By Day And Naughty Slut Whore By Night I think im addicted to your cok	0	0	0
3671	Teenage whore by hole is my fav song rn! So relatable... I miss my mall slut phase	0	0	0
3672	Alexander Dullinger Burggrub 53 91332 Heiligenstadt Exposed Gay German Sissy Faggot Whore Hure Nutte - Home https://t.co/p0kq84pexo Gay Slut	0	0	0
3673	i was called some type of whore or slut bc i was more developed. like since i was like 11 man https://t.co/l4nXZwnjtj	0	0	0
3674	bc were women, we automatically get labeled as a slut or whore when attacked, or accused of wanting it. too much goes unheard #metoo	0	0	0
3675	I REWARDED MY LIL SISSY SLUT & ALLOWED HER TO GO ENJOY & BE A WHORE @ LOCAL GLORY HOLE ..I'm such a good mommy to m… https://t.co/cgkf7yaO9T	0	0	0
3676	@Anti_Jihadist @alAssad944 @TomtheBasedCat here's my point you dog of assad son of whore father of slut https://t.co/QDBVik6wU3	0	0	0
3677	@emanithegoddess @jaythenerdkid I’m still not sexually active and still get called a whore or a slut all the time	0	0	0
3678	Corporate whore meets confident slut. Wants & desires here @iWantClips https://t.co/nRoKUdRtAC	0	0	0
3679	I want to be a cum slut cock whore and get as much cock and cum as I can	0	0	0
3680	@steelebabe10 is a whore for any medical show and I'm a slut for a crime drama. Two sides of the same coin.	0	0	0
3681	cocks of the beasts we keep. The life of a slut or breeding whore is quite exciting.” https://t.co/gwtUBGHbJe	0	0	0
3682	@Georgiaraphy So you kind of contradict yourself because one post says people call you all slut or a whore but on a… https://t.co/6oHBFESdB1	0	0	0
3683	Was called a slut and a whore because I wore shorts to school during the summer. https://t.co/UZ4Rr17Gab	0	0	0
3684	if the temp is 50 degrees & up in the fall time🍂i will always wear shorts & booties. call me a slut, hoe, or whore idc🙂	0	0	0
3685	masturbate intensive for that whore slut https://t.co/ZqNEWVrg3p	0	0	0
3686	@Boxy_FT @frackingzionist This is after he went on a rant calling me a slut and a whore for blocking him. https://t.co/SlpZsWKg4I	0	0	0
3687	Shan: even dumb sluts get pissed over cat calling Me: meeeeeee Shan: no you're an idiot whore there's a difference	0	0	0
3688	@MaryVOICEOVER Please call me slut or whore sex mistress~	0	0	0
3689	honestly the amount of interalized misogyny n slut shaming I have is incredible. I feel like a whore and an awful person 4 buying condoms 🙃	0	0	0
3690	📹 cumbutt: gaymanfetish: nohoslut: Never be ashamed of being a CUM whore pig slut Follow my other... https://t.co/79IUkwTgB8	0	0	0
3691	'aw, does the little slut love when mommy touches them? you're such a whiny mess right now. such a good whore for me, angel.'	0	0	0
3692	If anyone calls you a slut or a whore we'll stop them by calling them another insult. You go girl. And if you can… https://t.co/yoNEpVaZ25	0	0	0
3693	everyone calls elly a slut or whore but where in the hell is the evidence ?	0	0	0
3694	Your “fandom” must be terrible if you think sending people messages saying they’re a whore or slut is okay over a j… https://t.co/hzNpQ6oX2v	0	0	0
3695	The same men who start wailing saying 'WAAAAHHHH NOT ALL MEN OMG YOU BITCH IM NOT LIKE THAT' are the same POS I'm talking about	0	0	0
3696	i swear everytime i go ''men are trash'' my irl feels the need to say ''well... not ALL men'' BITCH WHO ASKED YOU	0	0	0
3697	@TVRav You got reply in before mine, but what I'm pointing out is women work their lives around being safe from *some men*, not all men	0	0	0
3698	We KNOW that not all men are rapists, but unfortunately 1 in 4 women and 1 in 6 men have experienced abuse....and that is TOO MANY VICTIMS.	0	0	0
3699	@ehyoNYCK ...did you just get “not all men” from a woman? Interesting 🤔 When 1/6 women have experience attempted se… https://t.co/W5vnE69PFw	0	0	0
3700	@Derek_duPreez And that's only the women that have posted it.. I wrote about the 'Not All Men' culture as well - https://t.co/qx3FqiLXAb	0	0	0
3701	@whorligram @Override__ @Liberienne I mean all women have fathers. Not all men have daughters so 'daughter issue' i… https://t.co/br1SqrBFrs	0	0	0
3702	I'd like to claim 'not all men,' but I too have been a misogynistic & sexist ass to women who have been & remain my friends. I repent.	0	0	0
3703	women: hey, if you guys could respect us m - random man: WHY ARE YOU HATING AND TARGETING US? WOMEN ARE BAD TOO. NOT ALL MEN. FIX YOURSELVES	0	0	0
3704	Not all women have vaginas. Not all men have dicks. Not all humans identify to a gender. All are our equals, so cork the insecurities & STFU	0	0	0
3705	@derridalicious A whole lot of 'not all men' and ''no women I know' with a side of 'women (one in particular) are crazy'	0	0	0
3706	@phankinsmusic My point is that men aren't all the cause of it mostly is but not all men and some women blame all men.	0	0	0
3707	@TomiLahren Sorry Tomi not all men were raised correctly! I was raised that all women are ladies until they prove otherwise!!!	0	0	0
3708	If women say all men, don’t be an asshole and say ”Not all men”. Just man up, treat them with respect, let your... https://t.co/KneTTPq5ED	0	0	0
3709	I'll never understand super chauvinistic or super feminist groups... not all men are bad, not all women are bad. #AHSCult	0	0	0
3710	'not all men hurt women but all women are hurt by men' tattoo that on ur tits and fuck them	0	0	0
3711	Not all women have weaves, some way not all men are dogs 😉 https://t.co/SnfK9yup4o	0	0	0
3712	I wish men would listen to women and call out their fellow men for their sexist behavior instead of instantly going 'not all men'	0	0	0
3713	#MeToo Not all men, far from it, sexually abuse women.However, all women have experienced sexual harasment.So not all men, but all women.	0	0	0
3714	Tw: I keep waking up to new women coming forward about their assaults. Does it matter if it's 'not all men' if it is all women?	0	0	0
3715	We are not all men and women of God in this context, I'm not talking generalization, I'm talking about Gods prophet… https://t.co/Fpv0cEs0Co	0	0	0
3716	@JTheJudge The thing is some men are shy and some women are more forceful like me: not all men are the out front protectors.	0	0	0
3717	But hey he's also the nigga that goes 'Not all men' when women are talking about how sexual abuse traumatizes them so it's expected	0	0	0
3718	@crescent1023 @PaulieVerity @PartyTimeMentat Look its simple. Women talk about rape in #metoo & you say not all men… https://t.co/6JpLKLfz8e	0	0	0
3719	@realDonaldTrump So men and women can’t live together without sexual assault taking place?🙄 not all men are monsters!!!!	0	0	0
3720	And it's irritating, just like the 'Not all men' or 'But he's a good guy' argument in the face of sexual harassment women face EVERY DAY.	0	0	0
3721	When men argue that not all men are abusive, yet women are also naturally irresistible, I wonder wat it's like 2 embody cognitive dissonance	0	0	0
3722	EVERYDAY YOU SHOVE 'NOT ALL MEN' DOWN THE THROATS OF WOMEN TALKING ABOUT THEIR EXPERIENCES. ARE YOU NOT TIRED? ARE YOU NOT FREAKING TIRED??	0	0	0
3723	@bIueperiod That’s annoying. Not all men are the same and not all women are. Whatever works for two consenting adul… https://t.co/Yu2ibbAVTZ	0	0	0
3724	wahhh not all men /: praise me for not assaulting women /: make this about ME /: https://t.co/qdxk4r51Lb	0	0	0
3725	I understand women are frustrated with rape culture but not all men are pieces of shit , we may cheat but some of us have daughters	0	0	0
3726	@SirLoinDeBoeuf Not all men. You are all driven by the same lusts women are, some just persue those lusts differently 😏	0	0	0
3727	Not all women are victims. Not all men are guilty of assault. - National Review https://t.co/OJT9EQmDrt	0	0	0
3728	Not all men are trash just the ones who bash black women are	0	0	0
3729	Making them look ~anatomically correct~ just makes them... Bland. Not all women are tiny and fit, not all men are bulky.	0	0	0
3730	@AndreasContogou @AsiaArgento Of course not. Not ALL men are vicious and not ALL women are victims.	0	0	0
3731	“not all men” first of all, you stay quiet when women want respect/equality.	0	0	0
3732	@RitaPanahi Rage of women of trump in the White House made them individually fearless to turn on Weinstein! Blame 1 man not all men.	0	0	0
3733	No, they only speak up to tell women 'Not me, not all men, don't generalized us, I have never abused any woman' https://t.co/rZoi5QYokP	0	0	0
3734	@Phoenixbaroque @SeaneCornYoga Here’s a genius idea : suggest that not all men are rapists and that not only women get raped?	0	0	0
3735	@realDonaldTrump Not all men feel the need to attack women you know. Have you attacked the women you work with???	0	0	0
3736	@lacrlmosa Stop stereotyping women. Just like how not all men are jerks, not all women spill the beans.	0	0	0
3737	Retweeted Erisios StopTTIPCETA (@everian777): Not all men are bad, nor all women are bad. but the evil and good is It's behind a decision.	0	0	0
3738	yet when men sexually abuse women it’s not ALL men https://t.co/mXZNxq6oSi	0	0	0
3739	Watching other BM abuse women in public & doing nothing Putting “not all men” under posts Believing racism is the only system of oppression	0	0	0
3740	@AneleZMaphumulo I'm not surprised the last time women spoke abt their experiences of being abused he also tried his 'not all men' bullshit	0	0	0
3741	@Amy_Siskind it's about time women spoke up about the abuse they've suffered by the hands of scumbag men. Not all men are scumbags.	0	0	0
3742	They've literally written that their degradation of women is what all men want, so someone go 'not all men' them wh… https://t.co/DoQuhnPytf	0	0	0
3743	@dwpandme @ZJemptv Well, not all women are the same, obviously. Not all men are the same. But physically resembling… https://t.co/ZSBn4bdMSi	0	0	0
3744	i mean, yes, women bare the collective shitload of constantly being objectified, & not all men are sexist creepers (all of the time)	0	0	0
3745	Men who feel the need to Not All Men women who speak out about harassment are not qualified to represent women.	0	0	0
3746	Not all men cheat. Not all women cheat. It’s equal now move tf and get over it 🙄	0	0	0
3747	why do people get so offended that not all men have a penis and not all women have a vagina?	0	0	0
3748	@ThatsSarcasm What's up with college age women and man hating? This shit makes me embarrassed to be a feminist. Not all men are like that.	0	0	0
3749	How every man saying not all men, but every woman been sexually assaulted....	0	0	0
3750	you're no different from men who start with Not All Men every time a woman tweets men are trash	0	0	0
3751	I'd cook, clean, communicate, love , respect,spoil & cherish. Not all men can give a woman a lifetime commitment.	0	0	0
3752	Do not announce your not all men argument when I tell you that in the 16th century anything a woman did without the OK of her husband...	0	0	0
3753	Did you know, that when a woman says “men are trash,” a random man will appear out of thin fuckin’ air just to yell about, “NOT ALL MEN -“	0	0	0
3754	I can't believe that amidst a rape discussion, a whole woman called in to remind us that not all men are trash. Increds.	0	0	0
3755	@kaylajmilligan But not all men are this dangerous. There are plenty of men's out here protecting woman no matter what	0	0	0
3756	I swear to gawd if I see one more “not all men” etc shit when a woman is killed by a man and y’all don’t hold people accountable I’m fightin	0	0	0
3757	I got an actual real life ‘not all men’ today, have I officially made it as a difficult woman now?	0	0	0
3758	ALISA AND I AND ONE OTHER COOL GIRL JUST HAD TO FIGHT THIS NOT ALL MEN DICKHEAD I HOPE HEFUCKING DIES	0	0	0
3759	if I say men r trash I'm not a little girl like these yats who say it's not all men talking about their mcms not li… https://t.co/zegCu32G65	0	0	0
3760	@coffanoffski @angvaj you rly gonna say something sexist and then yell not all men? dude, take a seat. prove that n… https://t.co/cvFem2oQwo	0	0	0
3761	if you wanna fight with me on man hating don't ' not all men me' bitch	0	0	0
3762	@go_pack_numba1 @nsilverberg You are 'not all men' af rn dude. I don't have enough characters to explain to you why… https://t.co/Bo9KPiEpoh	0	0	0
3763	thing is not all men clean up like Gucci... be careful who you “ride” for https://t.co/644SOrQPyx	0	0	0
3764	@ravenswng_ @JohnFugelsang Wow for real? You are a clueless, insensitive ass. We know it's not ALL men you jerk. We… https://t.co/9ooTxssP5I	0	0	0
3765	how about instead of complaining 'not all men' you stand up for those when they've been harassed or assaulted or ya… https://t.co/utSvYITsOb	0	0	0
3766	@greatmooncalf It's true and it sucks. There really can't be 'a not all men' thing because... you can't tell and you can never know.	0	0	0
3767	So if the best way to bring awareness&fight the problem is by U - problematically - crying about 'Not all men' YOU ARE PART OF THE PROBLEM.	0	0	0
3768	Ok not all men must leave me alone! Just some annoying ones. If I'm interested in you you will know.	0	0	0
3769	@YnoTRockIT I'm not ignorant, you fail to understand my statement. Saying not all men when such things are said is… https://t.co/1rwP7qjJse	0	0	0
3770	During the 'men are trash' narrative you always say not all men but when someone from another tribe makes a mistake you generalise. Smh	0	0	0
3771	But if y’all INSIST on wanting anyone’s relationship I rather you look for a Barack than a Gucci. Not all men take you through hell.	0	0	0
3772	'It’s not that we think you will, it’s that we know you could.' @twcuddleston nails why 'not all men' is irrelevant… https://t.co/W8P4pjIHCw	0	0	0
